try_id,cand_id,sigma,g_n,i,delta,kappa_max,psi,phi2,rF,omega_star,d_star,lambda_star,f_star,Z_star,stable,RH_ok,has_complex,has_hopf,n_roots,rF_root_med,rF_root_p25,rF_root_p75,pen_omega,pen_sigma,pen_lambda,pen_hopf,pen_dist,score
528,8,2.5,0.07,0.04,0.06,0.45,5,0.5,0.095,0.6752857843105318,0.00952614368439154,0.5433077927350514,2.2048327500460445,0.8474670278544465,FALSE,FALSE,FALSE,TRUE,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.45,5,1,0.095,0.6752857843105318,0.00952614368439154,0.5433077927350514,2.2048327500460445,0.8474670278544465,FALSE,FALSE,FALSE,TRUE,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.45,5,1.5,0.095,0.6752857843105318,0.00952614368439154,0.5433077927350514,2.2048327500460445,0.8474670278544465,FALSE,FALSE,FALSE,TRUE,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.45,5,2,0.095,0.6752857843105318,0.00952614368439154,0.5433077927350514,2.2048327500460445,0.8474670278544465,FALSE,FALSE,FALSE,TRUE,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.45,5,2.5,0.095,0.6752857843105318,0.00952614368439154,0.5433077927350514,2.2048327500460445,0.8474670278544465,FALSE,FALSE,FALSE,TRUE,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.45,5,3,0.095,0.6752857843105318,0.00952614368439154,0.5433077927350514,2.2048327500460445,0.8474670278544465,FALSE,FALSE,FALSE,TRUE,18,0.08818661951878479,0.0710920943734332,0.09744498178319357,6.2642892155265875,0.1499999999999999,0.043307792735051365,0,0.006813380481215214,200.3299098364572
528,8,2.5,0.07,0.04,0.06,0.45,5,0.5,0.1075,0.6752857843105318,0.00952614368439154,0.5277629996994208,2.0712486867122135,0.6561533250472487,FALSE,FALSE,FALSE,TRUE,18,0.0881866216841585,0.07109209615761787,0.09744498147726216,6.2642892155265875,0.1499999999999999,0.027762999699420754,0,0.019313378315841498,200.33625608048368
528,8,2.5,0.07,0.04,0.06,0.45,5,1,0.1075,0.6752857843105318,0.00952614368439154,0.5277629996994208,2.0712486867122135,0.6561533250472487,FALSE,FALSE,FALSE,TRUE,18,0.0881866216841585,0.07109209615761787,0.09744498147726216,6.2642892155265875,0.1499999999999999,0.027762999699420754,0,0.019313378315841498,200.33625608048368
528,8,2.5,0.07,0.04,0.06,0.45,5,1.5,0.1075,0.6752857843105318,0.00952614368439154,0.5277629996994208,2.0712486867122135,0.6561533250472487,FALSE,FALSE,FALSE,TRUE,18,0.0881866216841585,0.07109209615761787,0.09744498147726216,6.2642892155265875,0.1499999999999999,0.027762999699420754,0,0.019313378315841498,200.33625608048368
528,8,2.5,0.07,0.04,0.06,0.45,5,2,0.1075,0.6752857843105318,0.00952614368439154,0.5277629996994208,2.0712486867122135,0.6561533250472487,FALSE,FALSE,FALSE,TRUE,18,0.0881866216841585,0.07109209615761787,0.09744498147726216,6.2642892155265875,0.1499999999999999,0.027762999699420754,0,0.019313378315841498,200.33625608048368
